result_grades_id;result_grades_school_id;result_grades_school_year_id;result_grades_semester;result_grades_group_id;result_grades_student_id;result_grades_value_type;result_grades_source_id;result_grades_source_title;result_grades_teacher_id;result_grades_subject_id;result_grades_original_value;result_grades_adjust_value;result_grades_created_at;result_grades_updated_at
2516485;1;3;1;3;56;1;60;Latihan 2 pai;29;11;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516486;1;3;1;3;57;1;60;Latihan 2 pai;29;11;89;89;2025-09-01 21:03:09;2025-09-01 21:03:09
2516487;1;3;1;3;58;1;60;Latihan 2 pai;29;11;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516488;1;3;1;3;59;1;60;Latihan 2 pai;29;11;94;94;2025-09-01 21:03:09;2025-09-01 21:03:09
2516489;1;3;1;3;60;1;60;Latihan 2 pai;29;11;46;46;2025-09-01 21:03:09;2025-09-01 21:03:09
2516490;1;3;1;3;41;1;61;Latihan 3 pai;29;11;61;61;2025-09-01 21:06:14;2025-09-01 21:06:14
2516491;1;3;1;3;42;1;61;Latihan 3 pai;29;11;99;99;2025-09-01 21:06:14;2025-09-01 21:06:14
2516492;1;3;1;3;43;1;61;Latihan 3 pai;29;11;75;75;2025-09-01 21:06:14;2025-09-01 21:06:14
2516493;1;3;1;3;44;1;61;Latihan 3 pai;29;11;61;61;2025-09-01 21:06:14;2025-09-01 21:06:14
2516494;1;3;1;3;45;1;61;Latihan 3 pai;29;11;100;100;2025-09-01 21:06:14;2025-09-01 21:06:14
2516495;1;3;1;3;46;1;61;Latihan 3 pai;29;11;83;83;2025-09-01 21:06:14;2025-09-01 21:06:14
2516496;1;3;1;3;47;1;61;Latihan 3 pai;29;11;96;96;2025-09-01 21:06:14;2025-09-01 21:06:14
2516497;1;3;1;3;48;1;5;Latihan 3 pah;1;14;72;72;2025-09-01 21:06:14;2025-09-01 21:06:14
2516498;1;3;1;3;49;1;6;Latihan 3 pak;11;12;45;45;2025-09-01 21:06:14;2025-09-01 21:06:14
2516499;1;3;1;3;50;1;6;Latihan 3 pak;11;12;79;79;2025-09-01 21:06:14;2025-09-01 21:06:14
2516500;1;3;1;3;51;1;61;Latihan 3 pai;29;11;94;94;2025-09-01 21:06:14;2025-09-01 21:06:14
2516501;1;3;1;3;52;1;61;Latihan 3 pai;29;11;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516502;1;3;1;3;53;1;61;Latihan 3 pai;29;11;58;58;2025-09-01 21:06:14;2025-09-01 21:06:14
2516503;1;3;1;3;54;1;61;Latihan 3 pai;29;11;80;80;2025-09-01 21:06:14;2025-09-01 21:06:14
2516504;1;3;1;3;55;1;61;Latihan 3 pai;29;11;88;88;2025-09-01 21:06:14;2025-09-01 21:06:14
2516505;1;3;1;3;56;1;61;Latihan 3 pai;29;11;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516506;1;3;1;3;57;1;61;Latihan 3 pai;29;11;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516507;1;3;1;3;58;1;61;Latihan 3 pai;29;11;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516508;1;3;1;3;59;1;61;Latihan 3 pai;29;11;45;45;2025-09-01 21:06:14;2025-09-01 21:06:14
2516509;1;3;1;3;60;1;61;Latihan 3 pai;29;11;79;79;2025-09-01 21:06:14;2025-09-01 21:06:14
2516510;1;3;1;3;41;1;62;Latihan 4 pai;29;11;53;53;2025-09-01 21:06:14;2025-09-01 21:06:14
2516511;1;3;1;3;42;1;62;Latihan 4 pai;29;11;81;81;2025-09-01 21:06:14;2025-09-01 21:06:14
2516512;1;3;1;3;43;1;62;Latihan 4 pai;29;11;62;62;2025-09-01 21:06:14;2025-09-01 21:06:14
2516513;1;3;1;3;44;1;62;Latihan 4 pai;29;11;69;69;2025-09-01 21:06:14;2025-09-01 21:06:14
2516514;1;3;1;3;45;1;62;Latihan 4 pai;29;11;45;45;2025-09-01 21:06:14;2025-09-01 21:06:14
2516515;1;3;1;3;46;1;62;Latihan 4 pai;29;11;42;42;2025-09-01 21:06:14;2025-09-01 21:06:14
2516516;1;3;1;3;47;1;62;Latihan 4 pai;29;11;92;92;2025-09-01 21:06:14;2025-09-01 21:06:14
2516517;1;3;1;3;48;1;7;Latihan 4 pah;1;14;89;89;2025-09-01 21:06:14;2025-09-01 21:06:14
2516518;1;3;1;3;49;1;8;Latihan 4 pak;11;12;68;68;2025-09-01 21:06:14;2025-09-01 21:06:14
2516519;1;3;1;3;50;1;8;Latihan 4 pak;11;12;85;85;2025-09-01 21:06:14;2025-09-01 21:06:14
2516520;1;3;1;3;51;1;62;Latihan 4 pai;29;11;54;54;2025-09-01 21:06:14;2025-09-01 21:06:14
2516521;1;3;1;3;52;1;62;Latihan 4 pai;29;11;42;42;2025-09-01 21:06:14;2025-09-01 21:06:14
2516522;1;3;1;3;53;1;62;Latihan 4 pai;29;11;100;100;2025-09-01 21:06:14;2025-09-01 21:06:14
2516523;1;3;1;3;54;1;62;Latihan 4 pai;29;11;92;92;2025-09-01 21:06:15;2025-09-01 21:06:15
2516524;1;3;1;3;55;1;62;Latihan 4 pai;29;11;70;70;2025-09-01 21:06:15;2025-09-01 21:06:15
2516525;1;3;1;3;56;1;62;Latihan 4 pai;29;11;93;93;2025-09-01 21:06:15;2025-09-01 21:06:15
2516526;1;3;1;3;57;1;62;Latihan 4 pai;29;11;71;71;2025-09-01 21:06:15;2025-09-01 21:06:15
2516527;1;3;1;3;58;1;62;Latihan 4 pai;29;11;47;47;2025-09-01 21:06:15;2025-09-01 21:06:15
2516528;1;3;1;3;59;1;62;Latihan 4 pai;29;11;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516529;1;3;1;3;60;1;62;Latihan 4 pai;29;11;89;89;2025-09-01 21:06:15;2025-09-01 21:06:15
2516530;1;3;1;3;41;1;63;Latihan 5 pai;29;11;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516531;1;3;1;3;42;1;63;Latihan 5 pai;29;11;71;71;2025-09-01 21:06:15;2025-09-01 21:06:15
2516532;1;3;1;3;43;1;63;Latihan 5 pai;29;11;59;59;2025-09-01 21:06:15;2025-09-01 21:06:15
2516533;1;3;1;3;44;1;63;Latihan 5 pai;29;11;64;64;2025-09-01 21:06:15;2025-09-01 21:06:15
2516534;1;3;1;3;45;1;63;Latihan 5 pai;29;11;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516535;1;3;1;3;46;1;63;Latihan 5 pai;29;11;68;68;2025-09-01 21:06:15;2025-09-01 21:06:15
2516536;1;3;1;3;47;1;63;Latihan 5 pai;29;11;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516537;1;3;1;3;48;1;9;Latihan 5 pah;1;14;57;57;2025-09-01 21:06:15;2025-09-01 21:06:15
2516538;1;3;1;3;49;1;10;Latihan 5 pak;11;12;70;70;2025-09-01 21:06:15;2025-09-01 21:06:15
2516539;1;3;1;3;50;1;10;Latihan 5 pak;11;12;81;81;2025-09-01 21:06:15;2025-09-01 21:06:15
2516540;1;3;1;3;51;1;63;Latihan 5 pai;29;11;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516541;1;3;1;3;52;1;63;Latihan 5 pai;29;11;83;83;2025-09-01 21:06:15;2025-09-01 21:06:15
2516542;1;3;1;3;53;1;63;Latihan 5 pai;29;11;48;48;2025-09-01 21:06:15;2025-09-01 21:06:15
2516543;1;3;1;3;54;1;63;Latihan 5 pai;29;11;86;86;2025-09-01 21:06:15;2025-09-01 21:06:15
2516544;1;3;1;3;55;1;63;Latihan 5 pai;29;11;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516545;1;3;1;3;56;1;63;Latihan 5 pai;29;11;97;97;2025-09-01 21:06:15;2025-09-01 21:06:15
2516546;1;3;1;3;57;1;63;Latihan 5 pai;29;11;69;69;2025-09-01 21:06:15;2025-09-01 21:06:15
2516547;1;3;1;3;58;1;63;Latihan 5 pai;29;11;78;78;2025-09-01 21:06:15;2025-09-01 21:06:15
2516548;1;3;1;3;59;1;63;Latihan 5 pai;29;11;80;80;2025-09-01 21:06:15;2025-09-01 21:06:15
2516549;1;3;1;3;60;1;63;Latihan 5 pai;29;11;83;83;2025-09-01 21:06:15;2025-09-01 21:06:15
2516550;1;3;1;3;41;1;64;Latihan 6 pai;29;11;63;63;2025-09-01 21:06:15;2025-09-01 21:06:15
2516551;1;3;1;3;42;1;64;Latihan 6 pai;29;11;84;84;2025-09-01 21:06:15;2025-09-01 21:06:15
2516552;1;3;1;3;43;1;64;Latihan 6 pai;29;11;70;70;2025-09-01 21:06:15;2025-09-01 21:06:15
2516553;1;3;1;3;44;1;64;Latihan 6 pai;29;11;100;100;2025-09-01 21:06:15;2025-09-01 21:06:15
2516554;1;3;1;3;45;1;64;Latihan 6 pai;29;11;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516555;1;3;1;3;46;1;64;Latihan 6 pai;29;11;50;50;2025-09-01 21:06:15;2025-09-01 21:06:15
2516556;1;3;1;3;47;1;64;Latihan 6 pai;29;11;56;56;2025-09-01 21:06:15;2025-09-01 21:06:15
2516557;1;3;1;3;48;1;11;Latihan 6 pah;1;14;53;53;2025-09-01 21:06:15;2025-09-01 21:06:15
2516558;1;3;1;3;49;1;12;Latihan 6 pak;11;12;75;75;2025-09-01 21:06:15;2025-09-01 21:06:15
2516559;1;3;1;3;50;1;12;Latihan 6 pak;11;12;75;75;2025-09-01 21:06:15;2025-09-01 21:06:15
2516560;1;3;1;3;51;1;64;Latihan 6 pai;29;11;44;44;2025-09-01 21:06:15;2025-09-01 21:06:15
2516561;1;3;1;3;52;1;64;Latihan 6 pai;29;11;83;83;2025-09-01 21:06:15;2025-09-01 21:06:15
2516562;1;3;1;3;53;1;64;Latihan 6 pai;29;11;90;90;2025-09-01 21:06:15;2025-09-01 21:06:15
2516563;1;3;1;3;54;1;64;Latihan 6 pai;29;11;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516564;1;3;1;3;55;1;64;Latihan 6 pai;29;11;69;69;2025-09-01 21:06:15;2025-09-01 21:06:15
2516565;1;3;1;3;56;1;64;Latihan 6 pai;29;11;74;74;2025-09-01 21:06:15;2025-09-01 21:06:15
2516566;1;3;1;3;57;1;64;Latihan 6 pai;29;11;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516567;1;3;1;3;58;1;64;Latihan 6 pai;29;11;62;62;2025-09-01 21:06:15;2025-09-01 21:06:15
2516568;1;3;1;3;59;1;64;Latihan 6 pai;29;11;55;55;2025-09-01 21:06:15;2025-09-01 21:06:15
2516569;1;3;1;3;60;1;64;Latihan 6 pai;29;11;80;80;2025-09-01 21:06:15;2025-09-01 21:06:15
2516570;1;3;1;3;41;2;59;UTS pai;29;11;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516571;1;3;1;3;42;2;59;UTS pai;29;11;79;79;2025-09-01 21:03:08;2025-09-01 21:03:08
2516572;1;3;1;3;43;2;59;UTS pai;29;11;62;62;2025-09-01 21:03:08;2025-09-01 21:03:08
2516573;1;3;1;3;44;2;59;UTS pai;29;11;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516574;1;3;1;3;45;2;59;UTS pai;29;11;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516575;1;3;1;3;46;2;59;UTS pai;29;11;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516576;1;3;1;3;47;2;59;UTS pai;29;11;82;82;2025-09-01 21:03:09;2025-09-01 21:03:09
2516577;1;3;1;3;48;2;1;UTS pah;1;14;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516578;1;3;1;3;49;2;2;UTS pak;11;12;55;55;2025-09-01 21:03:09;2025-09-01 21:03:09
2516579;1;3;1;3;50;2;2;UTS pak;11;12;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516580;1;3;1;3;51;2;59;UTS pai;29;11;81;81;2025-09-01 21:03:09;2025-09-01 21:03:09
2516581;1;3;1;3;52;2;59;UTS pai;29;11;97;97;2025-09-01 21:03:09;2025-09-01 21:03:09
2516582;1;3;1;3;53;2;59;UTS pai;29;11;80;80;2025-09-01 21:03:09;2025-09-01 21:03:09
2516583;1;3;1;3;54;2;59;UTS pai;29;11;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516584;1;3;1;3;55;2;59;UTS pai;29;11;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516585;1;3;1;3;56;2;59;UTS pai;29;11;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516586;1;3;1;3;57;2;59;UTS pai;29;11;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516587;1;3;1;3;58;2;59;UTS pai;29;11;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516588;1;3;1;3;59;2;59;UTS pai;29;11;63;63;2025-09-01 21:03:09;2025-09-01 21:03:09
2516589;1;3;1;3;60;2;59;UTS pai;29;11;43;43;2025-09-01 21:03:09;2025-09-01 21:03:09
2516590;1;3;1;3;41;2;60;UAS pai;29;11;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516591;1;3;1;3;42;2;60;UAS pai;29;11;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516592;1;3;1;3;43;2;60;UAS pai;29;11;51;51;2025-09-01 21:03:09;2025-09-01 21:03:09
2516593;1;3;1;3;44;2;60;UAS pai;29;11;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516594;1;3;1;3;45;2;60;UAS pai;29;11;100;100;2025-09-01 21:03:09;2025-09-01 21:03:09
2516595;1;3;1;3;46;2;60;UAS pai;29;11;64;64;2025-09-01 21:03:09;2025-09-01 21:03:09
2516596;1;3;1;3;47;2;60;UAS pai;29;11;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516597;1;3;1;3;48;2;3;UAS pah;1;14;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516598;1;3;1;3;49;2;4;UAS pak;11;12;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516599;1;3;1;3;50;2;4;UAS pak;11;12;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516600;1;3;1;3;51;2;60;UAS pai;29;11;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516601;1;3;1;3;52;2;60;UAS pai;29;11;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516602;1;3;1;3;53;2;60;UAS pai;29;11;44;44;2025-09-01 21:03:09;2025-09-01 21:03:09
2516603;1;3;1;3;54;2;60;UAS pai;29;11;48;48;2025-09-01 21:03:09;2025-09-01 21:03:09
2516604;1;3;1;3;55;2;60;UAS pai;29;11;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516605;1;3;1;3;56;2;60;UAS pai;29;11;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516606;1;3;1;3;57;2;60;UAS pai;29;11;76;76;2025-09-01 21:03:09;2025-09-01 21:03:09
2516607;1;3;1;3;58;2;60;UAS pai;29;11;44;44;2025-09-01 21:03:09;2025-09-01 21:03:09
2516608;1;3;1;3;59;2;60;UAS pai;29;11;100;100;2025-09-01 21:03:09;2025-09-01 21:03:09
2516609;1;3;1;3;60;2;60;UAS pai;29;11;89;89;2025-09-01 21:03:09;2025-09-01 21:03:09
